bathrooms,bedrooms,price,county,propertyType,addressLine1,addressLine2,city,state,zipCode,formattedAddress,lastSeenDate,listedDate,status,removedDate,daysOnMarket,createdDate,yearBuilt,id,latitude,longitude,squareFootage,lotSize
1.0,1,210000,Fulton,Condo,1195 Se Milton Ter,Unit 3305,Atlanta,GA,30315,"1195 Se Milton Ter, Unit 3305, Atlanta, GA 30315",2024-01-01T00:00:00.000Z,2023-12-06T00:00:00.000Z,Active,,27,2020-09-15T05:53:30.379Z,2006.0,"1195-Se-Milton-Ter,-Unit-3305,-Atlanta,-GA-30315",33.72244,-84.380369,,
1.0,1,249999,DeKalb,Condo,1142 N Jamestown Rd,Apt 301,Decatur,GA,30033,"1142 N Jamestown Rd, Apt 301, Decatur, GA 30033",2024-01-01T00:00:00.000Z,2023-11-10T00:00:00.000Z,Active,,53,2020-09-16T19:08:46.166Z,1986.0,"1142-N-Jamestown-Rd,-Apt-301,-Decatur,-GA-30033",33.811996,-84.306793,890.0,
1.0,1,155000,Fulton,Condo,20 Marietta St NW,Apt 10F,Atlanta,GA,30303,"20 Marietta St NW, Apt 10F, Atlanta, GA 30303",2024-01-01T00:00:00.000Z,2023-06-16T00:00:00.000Z,Active,,200,2020-09-16T19:12:04.768Z,1995.0,"20-Marietta-St-NW,-Apt-10F,-Atlanta,-GA-30303",33.754581,-84.390627,543.0,544.0
1.0,1,214900,Fulton,Condo,2479 Peachtree Rd NE,Apt 1506,Atlanta,GA,30305,"2479 Peachtree Rd NE, Apt 1506, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-09-25T00:00:00.000Z,Active,,99,2020-09-17T14:51:51.095Z,1967.0,"2479-Peachtree-Rd-NE,-Apt-1506,-Atlanta,-GA-30305",33.822487,-84.386465,837.0,836.0
1.0,1,200000,Fulton,Condo,215 Piedmont Ave NE,Apt 1505,Atlanta,GA,30308,"215 Piedmont Ave NE, Apt 1505, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-11-29T00:00:00.000Z,Active,,34,2020-09-17T14:51:51.094Z,1963.0,"215-Piedmont-Ave-NE,-Apt-1505,-Atlanta,-GA-30308",33.760264,-84.381853,550.0,549.0
1.0,1,196200,Fulton,Condo,2840 Peachtree Rd NW,Apt 306,Atlanta,GA,30305,"2840 Peachtree Rd NW, Apt 306, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-11-18T00:00:00.000Z,Active,,45,2020-09-17T15:49:55.396Z,1925.0,"2840-Peachtree-Rd-NW,-Apt-306,-Atlanta,-GA-30305",33.832857,-84.384806,621.0,623.0
1.0,1,404000,Chatham,Condo,321 Abercorn St,Apt 206,Savannah,GA,31401,"321 Abercorn St, Apt 206, Savannah, GA 31401",2024-01-01T00:00:00.000Z,2023-09-15T00:00:00.000Z,Active,,109,2020-09-20T18:54:13.904Z,1928.0,"321-Abercorn-St,-Apt-206,-Savannah,-GA-31401",32.073355,-81.092346,600.0,436.0
1.0,1,225000,Fulton,Condo,878 Peachtree St NE,Apt 826,Atlanta,GA,30309,"878 Peachtree St NE, Apt 826, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-10-20T00:00:00.000Z,Active,,74,2020-09-20T19:11:37.173Z,1951.0,"878-Peachtree-St-NE,-Apt-826,-Atlanta,-GA-30309",33.778994,-84.385394,515.0,523.0
1.0,1,220000,Fulton,Condo,970 Sidney Marcus Blvd NE,Unit 2209,Atlanta,GA,30324,"970 Sidney Marcus Blvd NE, Unit 2209, Atlanta, GA 30324",2024-01-01T00:00:00.000Z,2023-12-12T00:00:00.000Z,Active,,21,2020-09-20T19:11:40.646Z,1988.0,"970-Sidney-Marcus-Blvd-NE,-Unit-2209,-Atlanta,-GA-30324",33.825333,-84.356431,840.0,828.0
1.0,1,689000,Chatham,Condo,105 Whitaker St,Apt 304,Savannah,GA,31401,"105 Whitaker St, Apt 304, Savannah, GA 31401",2024-01-01T00:00:00.000Z,2023-10-28T00:00:00.000Z,Active,,66,2020-09-20T19:53:52.704Z,1890.0,"105-Whitaker-St,-Apt-304,-Savannah,-GA-31401",32.078993,-81.093404,1195.0,436.0
1.0,1,263500,Fulton,Condo,3481 Lakeside Dr NE,Apt 604,Atlanta,GA,30326,"3481 Lakeside Dr NE, Apt 604, Atlanta, GA 30326",2024-01-01T00:00:00.000Z,2023-12-10T00:00:00.000Z,Active,,23,2020-09-20T19:57:40.321Z,1990.0,"3481-Lakeside-Dr-NE,-Apt-604,-Atlanta,-GA-30326",33.849083,-84.357144,750.0,749.0
1.0,1,249900,Fulton,Condo,1284 Piedmont Ave NE,Apt 2,Atlanta,GA,30309,"1284 Piedmont Ave NE, Apt 2, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-11-14T00:00:00.000Z,Active,,49,2020-09-20T19:57:54.232Z,1966.0,"1284-Piedmont-Ave-NE,-Apt-2,-Atlanta,-GA-30309",33.790083,-84.375944,640.0,640.0
1.0,1,265000,Fulton,Condo,1195 Milton Ter SE,Apt 4206,Atlanta,GA,30315,"1195 Milton Ter SE, Apt 4206, Atlanta, GA 30315",2024-01-01T00:00:00.000Z,2023-10-26T00:00:00.000Z,Active,,68,2020-09-20T19:57:54.234Z,2006.0,"1195-Milton-Ter-SE,-Apt-4206,-Atlanta,-GA-30315",33.722973,-84.38189,943.0,915.0
1.0,1,209900,Fulton,Condo,2255 Peachtree Rd NE,Unit 627,Atlanta,GA,30309,"2255 Peachtree Rd NE, Unit 627, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-10-31T00:00:00.000Z,Active,,63,2020-09-21T19:51:56.906Z,2004.0,"2255-Peachtree-Rd-NE,-Unit-627,-Atlanta,-GA-30309",33.815792,-84.390527,629.0,610.0
1.0,1,250000,DeKalb,Condo,1850 Cotillion Dr,Unit 4214,Atlanta,GA,30338,"1850 Cotillion Dr, Unit 4214, Atlanta, GA 30338",2024-01-01T00:00:00.000Z,2023-12-19T00:00:00.000Z,Active,,14,2020-09-21T20:34:32.288Z,2004.0,"1850-Cotillion-Dr,-Unit-4214,-Atlanta,-GA-30338",33.922354,-84.312872,752.0,1250.0
2.0,1,245000,Fulton,Condo,57 Forsyth St NW,Apt 15G,Atlanta,GA,30303,"57 Forsyth St NW, Apt 15G, Atlanta, GA 30303",2024-01-01T00:00:00.000Z,2023-10-17T00:00:00.000Z,Active,,77,2020-09-21T21:38:08.389Z,1913.0,"57-Forsyth-St-NW,-Apt-15G,-Atlanta,-GA-30303",33.755887,-84.389701,998.0,1002.0
1.0,1,289900,Fulton,Condo,3324 Peachtree Rd NE,Unit 1115,Atlanta,GA,30326,"3324 Peachtree Rd NE, Unit 1115, Atlanta, GA 30326",2024-01-01T00:00:00.000Z,2023-10-24T00:00:00.000Z,Active,,70,2020-09-21T22:22:14.813Z,2005.0,"3324-Peachtree-Rd-NE,-Unit-1115,-Atlanta,-GA-30326",33.845973,-84.369386,698.0,
1.0,1,289900,Fulton,Condo,620 Glen Iris Dr NE,Unit 403,Atlanta,GA,30308,"620 Glen Iris Dr NE, Unit 403, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-11-09T00:00:00.000Z,Active,,54,2020-09-21T22:53:24.198Z,2005.0,"620-Glen-Iris-Dr-NE,-Unit-403,-Atlanta,-GA-30308",33.771413,-84.367875,668.0,653.0
1.0,1,299000,Fulton,Condo,800 Peachtree St NE,Apt 205,Atlanta,GA,30308,"800 Peachtree St NE, Apt 205, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-10-10T00:00:00.000Z,Active,,84,2020-09-21T22:53:31.161Z,1923.0,"800-Peachtree-St-NE,-Apt-205,-Atlanta,-GA-30308",33.776826,-84.38523,899.0,
1.0,1,285000,Fulton,Condo,400 W Peachtree St NW,Unit 2116,Atlanta,GA,30308,"400 W Peachtree St NW, Unit 2116, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-07-11T00:00:00.000Z,Active,,175,2020-09-21T23:20:42.470Z,2007.0,"400-W-Peachtree-St-NW,-Unit-2116,-Atlanta,-GA-30308",33.765134,-84.388194,776.0,775.0
1.0,1,365000,Fulton,Condo,266 11th St NE,Unit 5,Atlanta,GA,30309,"266 11th St NE, Unit 5, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-11-02T00:00:00.000Z,Active,,61,2020-09-21T23:37:51.672Z,1911.0,"266-11th-St-NE,-Unit-5,-Atlanta,-GA-30309",33.782744,-84.378884,821.0,819.0
1.0,1,387500,Fulton,Condo,3820 Roswell Rd NE,Unit 710,Atlanta,GA,30342,"3820 Roswell Rd NE, Unit 710, Atlanta, GA 30342",2024-01-01T00:00:00.000Z,2023-09-14T00:00:00.000Z,Active,,110,2020-09-22T00:07:05.826Z,2005.0,"3820-Roswell-Rd-NE,-Unit-710,-Atlanta,-GA-30342",33.858765,-84.381536,1215.0,1220.0
1.0,1,360000,Fulton,Condo,20 10th St NW,Unit 1102,Atlanta,GA,30309,"20 10th St NW, Unit 1102, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-10-24T00:00:00.000Z,Active,,70,2020-09-22T00:07:05.828Z,2007.0,"20-10th-St-NW,-Unit-1102,-Atlanta,-GA-30309",33.781288,-84.3882,1060.0,1045.0
1.0,1,425000,Fulton,Condo,3325 Piedmont Rd NE,Unit 1708,Atlanta,GA,30305,"3325 Piedmont Rd NE, Unit 1708, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,Active,,123,2020-09-22T00:38:25.892Z,2008.0,"3325-Piedmont-Rd-NE,-Unit-1708,-Atlanta,-GA-30305",33.845166,-84.371515,928.0,915.0
1.0,1,244900,Fulton,Condo,120 Ralph Mcgill Blvd NE,Apt 1409,Atlanta,GA,30308,"120 Ralph Mcgill Blvd NE, Apt 1409, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-09-12T00:00:00.000Z,Active,,112,2020-09-24T17:54:00.738Z,1974.0,"120-Ralph-Mcgill-Blvd-NE,-Apt-1409,-Atlanta,-GA-30308",33.76478,-84.383571,813.0,815.0
1.0,1,699000,Fulton,Condo,75 14th St NE,Unit 3340,Atlanta,GA,30309,"75 14th St NE, Unit 3340, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-11-11T00:00:00.000Z,Active,,52,2020-09-30T17:32:41.007Z,1992.0,"75-14th-St-NE,-Unit-3340,-Atlanta,-GA-30309",33.786168,-84.3853,988.0,
1.0,1,224900,Fulton,Condo,400 17th St NW,Unit 2210,Atlanta,GA,30363,"400 17th St NW, Unit 2210, Atlanta, GA 30363",2024-01-01T00:00:00.000Z,2023-10-19T00:00:00.000Z,Active,,75,2020-10-06T12:54:00.802Z,2005.0,"400-17th-St-NW,-Unit-2210,-Atlanta,-GA-30363",33.789235,-84.40202,700.0,701.0
1.5,1,419900,DeKalb,Condo,1253 Epping Ln,Unit 50,Brookhaven,GA,30319,"1253 Epping Ln, Unit 50, Brookhaven, GA 30319",2024-01-01T00:00:00.000Z,2023-10-30T00:00:00.000Z,Active,,64,2020-10-09T16:36:28.951Z,2020.0,"1253-Epping-Ln,-Unit-50,-Brookhaven,-GA-30319",33.853431,-84.338507,1036.0,784.0
1.5,1,625000,Fulton,Condo,3630 Peachtree Rd NE,Unit 2209,Atlanta,GA,30326,"3630 Peachtree Rd NE, Unit 2209, Atlanta, GA 30326",2024-01-01T00:00:00.000Z,2023-10-05T00:00:00.000Z,Active,,89,2020-10-19T17:31:52.781Z,2010.0,"3630-Peachtree-Rd-NE,-Unit-2209,-Atlanta,-GA-30326",33.854602,-84.358509,995.0,993.0
1.0,1,445000,Fulton,Condo,3325 Piedmont Rd NE,Unit 1509,Atlanta,GA,30305,"3325 Piedmont Rd NE, Unit 1509, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-12-20T00:00:00.000Z,Active,,13,2020-11-09T16:40:52.113Z,2008.0,"3325-Piedmont-Rd-NE,-Unit-1509,-Atlanta,-GA-30305",33.845166,-84.371515,944.0,945.0
1.0,1,334900,Fulton,Condo,426 Marietta St NW,Apt 305,Atlanta,GA,30313,"426 Marietta St NW, Apt 305, Atlanta, GA 30313",2024-01-01T00:00:00.000Z,2023-06-25T00:00:00.000Z,Active,,191,2020-11-16T16:22:51.924Z,1910.0,"426-Marietta-St-NW,-Apt-305,-Atlanta,-GA-30313",33.764566,-84.397655,1512.0,1512.0
1.0,1,299899,Fulton,Condo,426 Marietta St NW,Apt 208,Atlanta,GA,30313,"426 Marietta St NW, Apt 208, Atlanta, GA 30313",2024-01-01T00:00:00.000Z,2023-07-18T00:00:00.000Z,Active,,168,2020-12-04T04:25:30.343Z,1910.0,"426-Marietta-St-NW,-Apt-208,-Atlanta,-GA-30313",33.764566,-84.397655,1117.0,1307.0
1.5,1,694900,Fulton,Condo,1065 Peachtree St NE,Unit 2701,Atlanta,GA,30309,"1065 Peachtree St NE, Unit 2701, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-06-29T00:00:00.000Z,Active,,187,2020-12-05T16:20:01.315Z,2010.0,"1065-Peachtree-St-NE,-Unit-2701,-Atlanta,-GA-30309",33.783645,-84.38283,1182.0,
1.0,1,300000,Fulton,Condo,3040 Peachtree Rd NW,Unit 1308,Atlanta,GA,30305,"3040 Peachtree Rd NW, Unit 1308, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-11-16T00:00:00.000Z,Active,,47,2021-02-11T14:02:22.566Z,2006.0,"3040-Peachtree-Rd-NW,-Unit-1308,-Atlanta,-GA-30305",33.838796,-84.381935,800.0,784.0
1.0,1,325000,Fulton,Condo,907 Piedmont Ave NE,Apt 11,Atlanta,GA,30309,"907 Piedmont Ave NE, Apt 11, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-12-19T00:00:00.000Z,Active,,14,2021-02-11T14:20:37.922Z,1930.0,"907-Piedmont-Ave-NE,-Apt-11,-Atlanta,-GA-30309",33.779382,-84.380744,678.0,697.0
1.0,1,400000,Fulton,Condo,855 Peachtree St NE,Unit 1211,Atlanta,GA,30308,"855 Peachtree St NE, Unit 1211, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-12-05T00:00:00.000Z,Active,,28,2021-02-11T14:34:27.629Z,2008.0,"855-Peachtree-St-NE,-Unit-1211,-Atlanta,-GA-30308",33.7778,-84.383904,838.0,828.0
1.0,1,212000,Fulton,Condo,215 Piedmont Ave NE,Apt 2205,Atlanta,GA,30308,"215 Piedmont Ave NE, Apt 2205, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-10-12T00:00:00.000Z,Active,,82,2021-02-20T11:32:13.689Z,1963.0,"215-Piedmont-Ave-NE,-Apt-2205,-Atlanta,-GA-30308",33.760717,-84.381933,550.0,566.0
1.0,1,239000,Fulton,Condo,199 14th St NE,Apt 812,Atlanta,GA,30309,"199 14th St NE, Apt 812, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-11-02T00:00:00.000Z,Active,,61,2021-02-27T12:12:46.105Z,1992.0,"199-14th-St-NE,-Apt-812,-Atlanta,-GA-30309",33.786037,-84.380791,533.0,531.0
1.0,1,349000,Fulton,Condo,45 Ivan Allen Jr Blvd NW,Unit 1805,Atlanta,GA,30308,"45 Ivan Allen Jr Blvd NW, Unit 1805, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-01-18T00:00:00.000Z,Active,,349,2021-02-27T14:23:08.597Z,2010.0,"45-Ivan-Allen-Jr-Blvd-NW,-Unit-1805,-Atlanta,-GA-30308",33.765114,-84.389224,868.0,867.0
1.0,1,310000,Fulton,Condo,3334 Peachtree Rd NE,Apt 1002,Atlanta,GA,30326,"3334 Peachtree Rd NE, Apt 1002, Atlanta, GA 30326",2024-01-01T00:00:00.000Z,2023-09-25T00:00:00.000Z,Active,,99,2021-03-01T15:01:42.767Z,1997.0,"3334-Peachtree-Rd-NE,-Apt-1002,-Atlanta,-GA-30326",33.849227,-84.370768,998.0,958.0
1.0,1,160000,Fulton,Condo,1144 Blue Ridge Ave NE,Apt 3,Atlanta,GA,30306,"1144 Blue Ridge Ave NE, Apt 3, Atlanta, GA 30306",2024-01-01T00:00:00.000Z,2023-11-10T00:00:00.000Z,Active,,53,2021-03-26T10:14:31.757Z,1920.0,"1144-Blue-Ridge-Ave-NE,-Apt-3,-Atlanta,-GA-30306",33.772578,-84.349372,448.0,436.0
1.0,1,250000,Fulton,Condo,384 Ralph Mcgill Blvd NE,Unit 312,Atlanta,GA,30312,"384 Ralph Mcgill Blvd NE, Unit 312, Atlanta, GA 30312",2024-01-01T00:00:00.000Z,2023-10-12T00:00:00.000Z,Active,,82,2021-04-18T12:39:49.443Z,2006.0,"384-Ralph-Mcgill-Blvd-NE,-Unit-312,-Atlanta,-GA-30312",33.764521,-84.375056,758.0,741.0
1.5,1,260000,Fulton,Condo,57 Forsyth St NW,Apt 11F,Atlanta,GA,30303,"57 Forsyth St NW, Apt 11F, Atlanta, GA 30303",2024-01-01T00:00:00.000Z,2023-12-06T00:00:00.000Z,Active,,27,2021-04-18T12:59:17.763Z,1913.0,"57-Forsyth-St-NW,-Apt-11F,-Atlanta,-GA-30303",33.755887,-84.389701,949.0,915.0
1.0,1,375000,Fulton,Condo,266 11th St NE,Unit 103,Atlanta,GA,30309,"266 11th St NE, Unit 103, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-10-24T00:00:00.000Z,Active,,70,2021-04-18T14:47:41.684Z,1911.0,"266-11th-St-NE,-Unit-103,-Atlanta,-GA-30309",33.782918,-84.378848,702.0,697.0
1.0,1,250000,Fulton,Condo,130 26th St NW,Apt 612,Atlanta,GA,30309,"130 26th St NW, Apt 612, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-12-05T00:00:00.000Z,Active,,28,2021-05-12T10:46:58.088Z,1962.0,"130-26th-St-NW,-Apt-612,-Atlanta,-GA-30309",33.801867,-84.398699,815.0,815.0
1.0,1,500000,Fulton,Condo,775 Juniper St NE,Apt 515,Atlanta,GA,30308,"775 Juniper St NE, Apt 515, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-09-07T00:00:00.000Z,Active,,117,2021-05-12T15:58:42.384Z,2019.0,"775-Juniper-St-NE,-Apt-515,-Atlanta,-GA-30308",33.775331,-84.382638,1020.0,1019.0
1.5,1,275000,Glynn,Condo,911 Wimbledon Dr,,Saint Simons Island,GA,31522,"911 Wimbledon Dr, Saint Simons Island, GA 31522",2024-01-01T00:00:00.000Z,2023-12-13T00:00:00.000Z,Active,,20,2021-06-16T09:03:29.485Z,1984.0,"911-Wimbledon-Dr,-Saint-Simons-Island,-GA-31522",31.212999,-81.37664,1135.0,
1.0,1,305000,Fulton,Condo,1101 Juniper St NE,Apt 910,Atlanta,GA,30309,"1101 Juniper St NE, Apt 910, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-11-16T00:00:00.000Z,Active,,47,2021-06-16T13:50:36.225Z,1999.0,"1101-Juniper-St-NE,-Apt-910,-Atlanta,-GA-30309",33.784769,-84.381857,868.0,871.0
1.0,1,420000,Fulton,Condo,1080 Peachtree St NE,Unit 1208,Atlanta,GA,30309,"1080 Peachtree St NE, Unit 1208, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-10-24T00:00:00.000Z,Active,,70,2021-06-16T15:19:05.712Z,2008.0,"1080-Peachtree-St-NE,-Unit-1208,-Atlanta,-GA-30309",33.783839,-84.383866,805.0,784.0
1.0,1,414900,Fulton,Condo,170 Boulevard SE,Apt H206,Atlanta,GA,30312,"170 Boulevard SE, Apt H206, Atlanta, GA 30312",2024-01-01T00:00:00.000Z,2023-10-23T00:00:00.000Z,Active,,71,2021-06-16T15:19:05.724Z,2006.0,"170-Boulevard-SE,-Apt-H206,-Atlanta,-GA-30312",33.751116,-84.368796,994.0,993.0
1.5,1,700000,Fulton,Condo,3630 Peachtree Rd NE,Unit 1906,Atlanta,GA,30326,"3630 Peachtree Rd NE, Unit 1906, Atlanta, GA 30326",2024-01-01T00:00:00.000Z,2023-09-14T00:00:00.000Z,Active,,110,2021-06-16T16:17:59.476Z,2010.0,"3630-Peachtree-Rd-NE,-Unit-1906,-Atlanta,-GA-30326",33.854646,-84.358649,1315.0,1307.0
1.0,1,229000,Fulton,Condo,620 Peachtree St NE,Apt 403,Atlanta,GA,30308,"620 Peachtree St NE, Apt 403, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-07-24T00:00:00.000Z,Active,,162,2021-06-19T11:00:02.195Z,1965.0,"620-Peachtree-St-NE,-Apt-403,-Atlanta,-GA-30308",33.771557,-84.385462,740.0,741.0
1.0,1,285000,Fulton,Condo,325 E Paces Ferry Rd NE,Apt 507,Atlanta,GA,30305,"325 E Paces Ferry Rd NE, Apt 507, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-08-12T00:00:00.000Z,Active,,143,2021-06-19T13:27:03.395Z,2004.0,"325-E-Paces-Ferry-Rd-NE,-Apt-507,-Atlanta,-GA-30305",33.838574,-84.376848,874.0,871.0
1.0,1,370000,Fulton,Condo,805 Peachtree St NE,Unit 410,Atlanta,GA,30308,"805 Peachtree St NE, Unit 410, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-10-04T00:00:00.000Z,Active,,90,2021-06-19T14:07:14.933Z,1951.0,"805-Peachtree-St-NE,-Unit-410,-Atlanta,-GA-30308",33.776458,-84.383855,1080.0,1089.0
1.0,1,420000,Fulton,Condo,3325 Piedmont Rd NE,Unit 2009,Atlanta,GA,30305,"3325 Piedmont Rd NE, Unit 2009, Atlanta, GA 30305",2024-01-01T00:00:00.000Z,2023-08-31T00:00:00.000Z,Active,,124,2021-06-19T15:15:27.538Z,2008.0,"3325-Piedmont-Rd-NE,-Unit-2009,-Atlanta,-GA-30305",33.845166,-84.371515,944.0,945.0
1.0,1,185000,Fulton,Condo,475 Mount Vernon Hwy NE,Apt C129,Atlanta,GA,30328,"475 Mount Vernon Hwy NE, Apt C129, Atlanta, GA 30328",2024-01-01T00:00:00.000Z,2023-12-23T00:00:00.000Z,Active,,10,2021-06-22T08:28:58.479Z,1983.0,"475-Mount-Vernon-Hwy-NE,-Apt-C129,-Atlanta,-GA-30328",33.923864,-84.369367,700.0,701.0
1.0,1,299000,Fulton,Condo,44 Peachtree Pl NW,Unit 429,Atlanta,GA,30309,"44 Peachtree Pl NW, Unit 429, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-07-28T00:00:00.000Z,Active,,158,2021-06-23T14:34:12.994Z,2006.0,"44-Peachtree-Pl-NW,-Unit-429,-Atlanta,-GA-30309",33.780066,-84.388118,774.0,784.0
1.0,1,319000,Fulton,Condo,44 Peachtree Pl,,Atlanta,GA,30309,"44 Peachtree Pl, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-09-02T00:00:00.000Z,Active,,122,2021-07-01T15:02:57.655Z,2006.0,"44-Peachtree-Pl,-Atlanta,-GA-30309",33.780125,-84.388115,768.0,7667.0
1.0,1,199000,Chatham,Condo,2332 Whitemarsh Way,,Savannah,GA,31410,"2332 Whitemarsh Way, Savannah, GA 31410",2024-01-01T00:00:00.000Z,2023-12-07T00:00:00.000Z,Active,,26,2021-07-09T06:36:00.046Z,2003.0,"2332-Whitemarsh-Way,-Savannah,-GA-31410",32.036034,-81.017756,727.0,871.0
1.5,1,220000,Cobb,Condo,16 Matawan Cir SE,,Smyrna,GA,30080,"16 Matawan Cir SE, Smyrna, GA 30080",2024-01-01T00:00:00.000Z,2023-10-19T00:00:00.000Z,Active,,75,2021-07-18T06:06:38.327Z,1983.0,"16-Matawan-Cir-SE,-Smyrna,-GA-30080",33.89528,-84.495138,881.0,4704.0
1.0,1,345000,Fulton,Condo,799 Barnett St NE,Apt 1,Atlanta,GA,30306,"799 Barnett St NE, Apt 1, Atlanta, GA 30306",2024-01-01T00:00:00.000Z,2023-11-02T00:00:00.000Z,Active,,61,2021-07-19T13:42:38.104Z,2004.0,"799-Barnett-St-NE,-Apt-1,-Atlanta,-GA-30306",33.776544,-84.358446,700.0,1307.0
1.0,1,279900,Fulton,Condo,5 Walden Walk NE,,Atlanta,GA,30342,"5 Walden Walk NE, Atlanta, GA 30342",2024-01-01T00:00:00.000Z,2023-11-08T00:00:00.000Z,Active,,55,2021-07-19T14:37:19.849Z,1978.0,"5-Walden-Walk-NE,-Atlanta,-GA-30342",33.870349,-84.382791,768.0,610.0
1.0,1,315000,Fulton,Condo,565 Peachtree St NE,Unit 1206,Atlanta,GA,30308,"565 Peachtree St NE, Unit 1206, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-12-29T00:00:00.000Z,Active,,4,2021-07-19T14:48:25.309Z,2006.0,"565-Peachtree-St-NE,-Unit-1206,-Atlanta,-GA-30308",33.770055,-84.384647,780.0,780.0
1.0,1,395000,Floyd,Condo,1 E 3rd Ave,Unit 302,Rome,GA,30161,"1 E 3rd Ave, Unit 302, Rome, GA 30161",2024-01-01T00:00:00.000Z,2023-12-07T00:00:00.000Z,Active,,26,2021-08-08T14:36:35.690Z,2019.0,"1-E-3rd-Ave,-Unit-302,-Rome,-GA-30161",34.253701,-85.172324,924.0,
1.0,1,317500,Glynn,Condo,850 Mallery St,Apt T12,Saint Simons Island,GA,31522,"850 Mallery St, Apt T12, Saint Simons Island, GA 31522",2024-01-01T00:00:00.000Z,2023-12-22T00:00:00.000Z,Active,,11,2021-08-13T07:22:27.619Z,1975.0,"850-Mallery-St,-Apt-T12,-Saint-Simons-Island,-GA-31522",31.142933,-81.390251,750.0,
1.0,1,195000,Hall,Condo,605 Candler St,,Gainesville,GA,30501,"605 Candler St, Gainesville, GA 30501",2024-01-01T00:00:00.000Z,2023-11-30T00:00:00.000Z,Active,,33,2021-08-31T08:38:07.854Z,1983.0,"605-Candler-St,-Gainesville,-GA-30501",34.308476,-83.824549,792.0,2178.0
1.0,1,156000,Fulton,Condo,870 Mayson Turner Rd NW,Unit 1214,Atlanta,GA,30314,"870 Mayson Turner Rd NW, Unit 1214, Atlanta, GA 30314",2024-01-01T00:00:00.000Z,2023-12-11T00:00:00.000Z,Active,,22,2021-08-31T12:33:01.366Z,2007.0,"870-Mayson-Turner-Rd-NW,-Unit-1214,-Atlanta,-GA-30314",33.755898,-84.417106,,915.0
1.0,1,227900,Fulton,Condo,620 Peachtree St NE,Apt 1103,Atlanta,GA,30308,"620 Peachtree St NE, Apt 1103, Atlanta, GA 30308",2024-01-01T00:00:00.000Z,2023-12-09T00:00:00.000Z,Active,,24,2021-08-31T14:09:16.343Z,1965.0,"620-Peachtree-St-NE,-Apt-1103,-Atlanta,-GA-30308",33.771557,-84.385462,740.0,
1.0,1,275000,Fulton,Condo,115 W Peachtree Pl NW,Unit 705,Atlanta,GA,30313,"115 W Peachtree Pl NW, Unit 705, Atlanta, GA 30313",2024-01-01T00:00:00.000Z,2023-11-10T00:00:00.000Z,Active,,53,2021-08-31T14:57:33.090Z,2002.0,"115-W-Peachtree-Pl-NW,-Unit-705,-Atlanta,-GA-30313",33.764266,-84.3909,1032.0,1032.0
1.5,1,289000,Fulton,Condo,1230 Piedmont Ave NE,Apt 103,Atlanta,GA,30309,"1230 Piedmont Ave NE, Apt 103, Atlanta, GA 30309",2024-01-01T00:00:00.000Z,2023-09-22T00:00:00.000Z,Active,,102,2021-09-08T12:59:28.299Z,1939.0,"1230-Piedmont-Ave-NE,-Apt-103,-Atlanta,-GA-30309",33.788721,-84.377458,932.0,915.0
